Ticker,count_7_11_2022,nlp_7_11_2022,count_7_12_2022,nlp_7_12_2022,count_7_15_2022,nlp_7_15_2022,count_7_17_2022,nlp_7_17_2022,count_7_18_2022,nlp_7_18_2022,count_7_19_2022,nlp_7_19_2022,count_7_20_2022,nlp_7_20_2022,count_7_22_2022,nlp_7_22_2022,count_7_23_2022,nlp_7_23_2022,count_7_27_2022,nlp_7_27_2022,count_7_28_2022,nlp_7_28_2022,count_7_29_2022,nlp_7_29_2022,count_8_1_2022,nlp_8_1_2022,count_8_2_2022,nlp_8_2_2022,count_8_3_2022,nlp_8_3_2022,count_8_4_2022,nlp_8_4_2022,count_8_5_2022,nlp_8_5_2022,count_8_8_2022,nlp_8_8_2022,count_8_9_2022,nlp_8_9_2022,count_8_15_2022,nlp_8_15_2022,count_8_16_2022,nlp_8_16_2022,count_8_17_2022,nlp_8_17_2022,count_8_18_2022,nlp_8_18_2022,count_8_22_2022,nlp_8_22_2022,count_8_23_2022,nlp_8_23_2022
C,8.0,0.8830874999999999,8.0,0.8830874999999999,9.0,0.5689333333333333,8.0,0.5684875,8.0,0.48335,8.0,0.4834125,7.0,0.1664142857142857,6.0,0.19915,6.0,0.19915,8.0,0.269175,5.0,0.33418,7.0,0.5535857142857142,7.0,0.7070000000000001,6.0,0.7573333333333334,6.0,0.5673,8.0,0.48105,9.0,0.4683111111111111,8.0,0.78395,7.0,0.7296142857142858,1.0,0.9277,2.0,0.8916,3.0,0.6291666666666665,2.0,0.0088499999999999,5.0,0.8020200000000001,4.0,0.75255
HON,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,2.0,0.89715,2.0,0.32475,2.0,0.32475,2.0,0.32475,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
AMGN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
PYPL,2.0,0.0277499999999999,2.0,0.0277499999999999,3.0,-0.0715333333333333,3.0,-0.0715333333333333,3.0,-0.0715333333333333,3.0,-0.0715333333333333,1.0,-0.8444,1.0,-0.8444,1.0,-0.8444,5.0,0.4371,5.0,0.4371,5.0,0.4371,5.0,0.8108599999999999,6.0,0.6050333333333333,9.0,0.4735999999999999,10.0,0.3063599999999999,7.0,0.2141142857142857,2.0,0.23765,2.0,0.23765,1.0,0.0,,,,,,,,,,
BA,3.0,0.9403,4.0,0.912,2.0,0.91345,2.0,0.91345,3.0,0.9197,4.0,0.937525,4.0,0.937525,2.0,0.9616,3.0,0.9558,6.0,0.9640833333333334,6.0,0.9640833333333334,6.0,0.9640833333333334,4.0,0.9898,4.0,0.9898,4.0,0.9898,3.0,0.9935333333333332,2.0,0.99385,3.0,0.9894333333333334,3.0,0.4364666666666667,1.0,0.9995,1.0,0.9995,1.0,0.9995,1.0,0.9995,1.0,0.9995,1.0,0.9995
AMAT,2.0,0.258,2.0,0.258,2.0,0.258,1.0,0.9163,,,,,,,,,,,1.0,0.996,1.0,0.996,1.0,0.996,1.0,0.996,1.0,0.9988,1.0,0.9988,1.0,0.9988,1.0,0.9988,1.0,0.9988,1.0,0.9988,,,,,,,,,1.0,0.9966,1.0,0.9966
GS,4.0,0.8642,4.0,0.8642,3.0,0.4815,2.0,0.8042,4.0,0.7781250000000001,4.0,0.7189749999999999,4.0,0.7189749999999999,4.0,0.824875,4.0,0.824875,5.0,0.8584799999999999,3.0,0.8655333333333334,3.0,0.8655333333333334,1.0,0.9929,1.0,0.9929,1.0,0.9929,1.0,0.9929,,,,,,,,,,,,,,,,,,
COP,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.727,2.0,0.727,2.0,0.727,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
BLK,1.0,0.5574,1.0,0.5574,1.0,0.5574,1.0,0.5574,2.0,0.2787,2.0,0.2787,2.0,0.2787,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM,1.0,0.9936,1.0,0.9936,2.0,0.8469500000000001,2.0,0.84005,5.0,0.80888,6.0,0.8392333333333335,6.0,0.8392333333333335,7.0,0.581857142857143,6.0,0.6054333333333334,8.0,0.899575,7.0,0.9274571428571428,6.0,0.9187333333333332,2.0,0.8026500000000001,2.0,0.8026500000000001,2.0,0.8026500000000001,2.0,0.8026500000000001,,,,,,,,,,,,,,,,,,
NOW,1.0,-0.7783,2.0,0.0762999999999999,4.0,0.0714999999999999,4.0,0.0714999999999999,3.0,-0.2226666666666666,2.0,0.74735,1.0,0.9854,4.0,0.59395,4.0,0.729525,5.0,0.12784,4.0,0.67005,2.0,0.98355,4.0,0.48415,4.0,0.48415,4.0,0.48415,1.0,-0.9801,1.0,0.4898,,,,,2.0,0.9309,4.0,0.16405,2.0,0.4952,6.0,0.2944833333333334,4.0,0.679825,3.0,0.5733
DE,1.0,0.6369,1.0,0.6369,2.0,-0.2294,2.0,-0.2294,2.0,-0.2294,2.0,-0.2294,2.0,-0.2294,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2354,1.0,0.9975,1.0,0.9975,1.0,0.9975,3.0,0.9170666666666666,5.0,0.7136600000000001
SBUX,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.9322,1.0,0.9322,1.0,0.9322,1.0,0.9322,1.0,0.9322,2.0,-0.0036999999999999,2.0,-0.0036999999999999,2.0,-0.0036999999999999,5.0,-0.01978,7.0,0.0622428571428571,8.0,0.1788999999999999,5.0,0.2131599999999999,5.0,0.2131599999999999,4.0,0.50135,4.0,0.50135,1.0,0.9955,,,,,,,,,,
EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9953,1.0,0.9953,1.0,0.9953
ANTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD,,,,,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,2.0,0.8466,1.0,0.9929,1.0,0.9929,1.0,0.9929,3.0,0.5566666666666666,3.0,0.5566666666666666,3.0,0.5566666666666666,2.0,0.33855,2.0,0.33855,2.0,0.33855,2.0,0.33855,2.0,0.33855,2.0,0.33855,2.0,0.33855,2.0,0.33855,,
LMT,1.0,0.8501,1.0,0.8501,2.0,0.7752,2.0,0.7752,3.0,0.8122333333333334,4.0,0.787675,4.0,0.787675,3.0,0.7548,3.0,0.7548,3.0,0.8964333333333334,2.0,0.9945,2.0,0.9945,4.0,0.59775,4.0,0.59775,3.0,0.6938666666666666,2.0,0.9945,1.0,0.9961,1.0,0.9961,1.0,0.9961,1.0,0.9961,,,,,,,,,,
AMT,2.0,-0.0943,,,,,,,,,,,1.0,0.8275,1.0,0.8275,2.0,0.88585,2.0,0.90305,2.0,0.90305,2.0,0.90305,2.0,0.90305,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
GE,3.0,0.8228,3.0,0.8228,3.0,0.8228,4.0,0.8584499999999999,4.0,0.8584499999999999,4.0,0.8584499999999999,4.0,0.8584499999999999,4.0,0.3295,5.0,0.45244,9.0,0.4094666666666667,9.0,0.4094666666666667,10.0,0.38369,8.0,0.3056625,6.0,0.4899833333333334,4.0,0.808975,3.0,0.7524333333333333,3.0,0.7524333333333333,2.0,0.6297,2.0,0.6297,3.0,0.5854333333333334,2.0,0.64785,2.0,0.64785,1.0,0.9775,2.0,0.96735,2.0,0.96735
BKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.1619999999999999,2.0,0.1619999999999999,1.0,0.9763,1.0,0.9763,1.0,0.9763,,,,,,,,,,
CHTR,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
MU,5.0,0.8326799999999999,5.0,0.8326799999999999,4.0,0.815725,2.0,0.95295,1.0,0.9896,1.0,0.9896,,,,,,,1.0,0.996,2.0,0.498,2.0,0.498,2.0,0.498,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.41855,4.0,0.65435,4.0,0.646775,4.0,0.646775,4.0,0.646775,1.0,0.9129,1.0,0.9129
ISRG,,,,,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,2.0,0.8472999999999999,2.0,0.8472999999999999,2.0,0.8472999999999999,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,,,,,,,,,,,,,,,,,,,2.0,0.4813
SYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT,2.0,0.18585,2.0,0.18585,2.0,0.18585,1.0,-0.6161,,,,,,,,,,,5.0,0.3646,5.0,0.3646,5.0,0.3646,4.0,0.687225,3.0,0.5842999999999999,3.0,0.5842999999999999,3.0,0.5842999999999999,3.0,0.5842999999999999,,,,,,,3.0,-0.1564666666666666,2.0,0.4219,2.0,0.4219,3.0,0.4598666666666666,3.0,0.45986666666666665
MO,1.0,0.9884,1.0,0.9884,1.0,0.9884,1.0,0.9884,1.0,0.9884,1.0,0.9884,2.0,0.90795,1.0,0.8275,2.0,0.88585,2.0,0.90305,2.0,0.90305,2.0,0.90305,2.0,0.90305,1.0,0.9786,1.0,0.9786,,,,,,,1.0,-0.6871,,,,,,,,,1.0,0.9698,1.0,0.9698
SPGI,,,,,,,,,2.0,-0.1463,2.0,-0.20265,2.0,-0.20265,2.0,-0.20265,2.0,-0.20265,2.0,-0.20265,2.0,-0.20265,2.0,-0.20265,1.0,0.0926,1.0,0.0926,1.0,0.0926,,,,,,,,,,,,,,,,,,,,
MDLZ,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,1.0,0.4939,1.0,0.4939
ZTS,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
BX,,,,,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,2.0,0.35015,2.0,0.35015,3.0,0.5644,2.0,0.49645,2.0,0.49645,2.0,0.49645,2.0,0.49645,1.0,0.9929,1.0,0.9929,,,,,,,,,,,,,,,2.0,0.49885,2.0,0.49885
USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9001
CME,,,,,1.0,0.0644,1.0,0.0644,1.0,0.0644,1.0,0.0644,1.0,0.0644,,,,,3.0,0.8589666666666668,3.0,0.8589666666666668,3.0,0.8589666666666668,3.0,0.8841333333333333,3.0,0.8841333333333333,3.0,0.8841333333333333,3.0,0.8841333333333333,2.0,0.8716,2.0,0.8716,2.0,0.8716,,,2.0,-0.2556,,,,,,,,
PNC,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9876,2.0,0.9226,1.0,0.8664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMM,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,1.0,0.8501,2.0,0.89715,2.0,0.98825,2.0,0.98825,2.0,0.98825,2.0,0.98825,2.0,0.98825,2.0,0.98825,1.0,0.9979,1.0,0.9979,1.0,0.7579,2.0,0.44505,1.0,0.7579,1.0,0.7579,1.0,0.7579,1.0,0.7579,,,,
ADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9129,1.0,0.9129,1.0,0.9129,1.0,0.9129,1.0,0.9129
ADP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW,2.0,0.91635,1.0,0.9984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.968,,,,,,,,,,,1.0,-0.9086,1.0,-0.9086
TFC,,,,,,,,,,,1.0,0.991,1.0,0.991,1.0,0.991,1.0,0.991,1.0,0.991,1.0,0.991,1.0,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,
LRCX,1.0,0.9163,1.0,0.9163,1.0,0.9163,1.0,0.9163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILD,,,,,,,,,,,,,,,,,,,1.0,-0.6705,1.0,-0.6705,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,2.0,0.44595,2.0,0.44595,2.0,0.44595,2.0,0.44595,,,,
CSX,,,,,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,1.0,0.7003,2.0,0.8495,2.0,0.8495,2.0,0.8495,1.0,0.9987,1.0,0.9987,1.0,0.9987,1.0,0.9987,,,,,,,,,,,,,,,,,,,,,,
BDX,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
HCA,1.0,0.9788,1.0,0.9788,1.0,0.9788,1.0,0.9788,1.0,0.9788,1.0,0.9788,1.0,0.9788,2.0,0.98655,2.0,0.98655,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,,,,,,,,,,,,,,,,,,,,
CI,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,,,,,1.0,0.6608,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,3.0,0.8165666666666667,3.0,0.8165666666666667,2.0,0.7258,2.0,0.7258,1.0,0.9763,,,,,,,,,,
TJX,1.0,0.8307,1.0,0.8307,1.0,0.8307,1.0,0.8307,1.0,0.8307,1.0,0.8307,1.0,0.8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9969,1.0,0.9969,1.0,0.9969,1.0,0.9969
CCI,,,,,,,,,,,,,,,,,,,3.0,0.9360333333333334,3.0,0.9360333333333334,3.0,0.9360333333333334,3.0,0.9360333333333334,2.0,0.90605,2.0,0.90605,2.0,0.90605,2.0,0.90605,,,,,,,1.0,0.3939,,,,,,,,
F,4.0,0.8174,6.0,0.6895500000000001,8.0,0.3457625,11.0,0.4838181818181818,11.0,0.6067636363636364,10.0,0.5695399999999999,7.0,0.4882857142857143,6.0,0.2190333333333333,5.0,0.53598,7.0,0.5463571428571429,9.0,0.5553777777777777,7.0,0.7296428571428571,8.0,0.60955,8.0,0.60955,8.0,0.7997,7.0,0.7741428571428571,5.0,0.8169599999999999,8.0,0.7311375,3.0,0.9029666666666666,4.0,0.8481,5.0,0.8393,4.0,0.9252,11.0,-0.0144,3.0,0.3876,2.0,0.08145000000000002
ICE,2.0,0.7461,2.0,0.7461,3.0,0.1958666666666667,3.0,0.1958666666666667,3.0,0.1958666666666667,3.0,0.1958666666666667,3.0,0.1958666666666667,2.0,-0.1400499999999999,2.0,-0.1400499999999999,,,,,1.0,0.959,1.0,0.959,1.0,0.959,1.0,0.959,1.0,0.959,2.0,-0.01275,1.0,0.959,1.0,0.959,,,,,,,,,,,,
GM,3.0,0.9912666666666666,3.0,0.9912666666666666,3.0,0.6345999999999999,3.0,0.6345999999999999,3.0,0.6345999999999999,3.0,0.6345999999999999,3.0,0.6170333333333333,4.0,0.099725,6.0,0.38625,9.0,0.4065,8.0,0.4669625,8.0,0.6268875,10.0,0.6106900000000001,11.0,0.5972727272727273,12.0,0.6279166666666668,9.0,0.6071777777777778,8.0,0.5656125000000001,5.0,0.57474,4.0,0.47655,2.0,0.0,3.0,0.3084666666666666,3.0,0.3084666666666666,2.0,0.4627,2.0,0.4627,2.0,0.4627
SHW,1.0,0.9709,1.0,0.9709,1.0,0.9709,1.0,0.9709,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
SO,2.0,-0.93185,1.0,-0.9022,3.0,-0.0376666666666666,3.0,0.0221,3.0,0.0221,3.0,0.3392666666666666,3.0,0.3392666666666666,1.0,0.9515,1.0,0.9515,2.0,0.9954,2.0,0.9954,2.0,0.7020500000000001,3.0,0.2456,2.0,0.1659,1.0,0.997,1.0,0.997,3.0,0.3323333333333333,4.0,0.01815,3.0,0.3323333333333333,1.0,0.703,3.0,0.8087333333333334,2.0,0.37235,2.0,0.6737,2.0,0.2047,2.0,0.20470000000000002
REGN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
ITW,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,,,,,,,,,,,,,,,1.0,-0.25,2.0,0.3471,3.0,0.9724333333333334,3.0,0.9724333333333334,2.0,0.98575,3.0,0.8156,3.0,0.8156,3.0,0.8156,2.0,0.7341,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
UBER,1.0,0.9884,1.0,0.9884,1.0,0.9884,1.0,0.9884,3.0,0.1705666666666666,3.0,0.1705666666666666,3.0,0.1705666666666666,,,,,1.0,0.9929,1.0,0.9929,1.0,0.9929,4.0,0.5169,12.0,0.5570333333333334,13.0,0.4848153846153846,12.0,0.4752666666666666,6.0,0.2706,5.0,0.40108,5.0,0.40108,1.0,0.9967,1.0,0.9967,1.0,0.9967,1.0,0.9967,1.0,0.9967,,
PSA,5.0,0.12904,5.0,0.12904,2.0,0.40735,3.0,0.0857666666666667,3.0,0.0857666666666667,3.0,0.0857666666666667,2.0,-0.1775499999999999,1.0,0.0,1.0,0.0,2.0,0.49645,1.0,0.9929,1.0,0.9929,3.0,0.6166666666666666,3.0,0.6166666666666666,3.0,0.6166666666666666,3.0,0.6166666666666666,3.0,0.3784333333333333,2.0,0.501,2.0,0.501,2.0,0.82425,1.0,0.4717,1.0,0.3724,3.0,0.4646,3.0,0.2930666666666666,2.0,0.49095
EOG,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.727,2.0,0.727,2.0,0.727,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
D,2.0,0.68585,2.0,0.68585,2.0,0.9218,2.0,0.9218,2.0,0.92185,4.0,0.482475,3.0,0.3106333333333334,1.0,0.8462,1.0,0.8462,3.0,0.2792666666666666,5.0,0.62248,6.0,0.6831333333333335,6.0,0.6967166666666667,5.0,0.8006800000000001,5.0,0.6117,5.0,0.6117,5.0,0.7985800000000001,6.0,0.5675833333333333,4.0,0.52275,2.0,0.95705,2.0,0.95705,4.0,0.436075,2.0,0.95705,1.0,0.9994,,
COF,1.0,0.9878,1.0,0.9878,1.0,0.9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATVI,1.0,-0.937,,,,,,,,,,,,,,,1.0,-0.4543,2.0,0.2642,1.0,0.9827,1.0,0.9827,4.0,0.16915,4.0,0.16915,4.0,0.16915,2.0,0.729,2.0,0.729,1.0,0.4753,1.0,0.4753,3.0,0.5033,2.0,0.6241,2.0,0.6241,2.0,0.6241,4.0,0.20505,4.0,0.20505
EQIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGR,3.0,-0.0130333333333333,3.0,-0.0130333333333333,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FISV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9946,1.0,0.9946,,,,,,,,,,,,,,,,
NSC,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
BSX,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
FCX,,,,,,,,,,,,,,,,,,,2.0,0.98685,2.0,0.98685,2.0,0.98685,2.0,0.98685,2.0,0.98685,2.0,0.98685,2.0,0.98685,,,,,,,,,,,,,,,,,,
NOC,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
GD,1.0,0.8501,1.0,0.8501,2.0,0.85275,2.0,0.85275,2.0,0.85275,2.0,0.85275,1.0,0.8501,1.0,0.8501,2.0,0.89715,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP,4.0,0.576275,1.0,0.9878,4.0,0.66995,4.0,0.6651250000000001,4.0,0.6651250000000001,5.0,0.6176600000000001,5.0,0.6245200000000001,25.0,0.269592,27.0,0.1876222222222223,31.0,0.1120483870967742,13.0,0.1525846153846153,9.0,0.2668555555555555,8.0,0.3805625,8.0,0.3805625,11.0,0.2767727272727273,11.0,0.1863818181818182,8.0,0.0187625,4.0,0.2651,5.0,0.4057,3.0,0.24,1.0,0.9681,1.0,0.9681,1.0,0.9681,1.0,0.9681,1.0,0.9681
VRTX,4.0,-0.503525,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,1.0,-0.8885,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,1.0,0.9963,1.0,0.9963
WM,1.0,0.979,1.0,0.979,1.0,0.979,1.0,0.979,1.0,0.979,1.0,-0.9985,1.0,-0.9985,1.0,-0.9985,2.0,-0.02715,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
MRNA,2.0,0.26335,,,,,,,,,,,,,1.0,0.9319,1.0,0.9319,1.0,0.9319,,,,,3.0,0.0855,5.0,0.1356,7.0,0.1582857142857143,8.0,0.2633125,5.0,0.4501,3.0,0.5197,2.0,0.7354,1.0,0.9955,2.0,0.49695,2.0,0.49695,2.0,0.49695,3.0,0.3313,4.0,0.477875
FIS,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,2.0,0.73495,2.0,0.73495,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
FDX,2.0,0.7797000000000001,2.0,0.7797000000000001,2.0,0.7797000000000001,1.0,0.8307,1.0,0.8307,1.0,0.8307,1.0,0.8307,,,,,1.0,0.996,1.0,0.996,1.0,0.996,1.0,0.996,,,,,,,1.0,0.9273,,,,,,,,,,,,,,,,
MRVL,,,,,,,,,,,,,,,,,,,1.0,0.996,1.0,0.996,1.0,0.996,1.0,0.996,,,,,,,,,,,,,,,,,,,,,,,,
MET,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
MAR,1.0,-0.8779,1.0,-0.8779,1.0,-0.8779,1.0,-0.8779,1.0,-0.8779,1.0,-0.8779,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
RIVN,5.0,0.55056,3.0,0.7618666666666667,3.0,0.941,3.0,0.6117333333333334,4.0,0.4588,4.0,0.4588,3.0,0.2995333333333333,2.0,0.4493,2.0,0.4493,2.0,0.4493,,,1.0,0.9887,1.0,0.9887,1.0,0.9887,1.0,0.9887,1.0,0.9887,1.0,0.9887,2.0,0.98765,2.0,0.98765,3.0,0.6587000000000001,2.0,0.98805,2.0,0.98805,2.0,0.98805,3.0,0.6252333333333334,3.0,0.6252333333333334
SLB,,,,,,,,,,,,,,,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,1.0,0.9943,,,,,,,,,,,,,,,,,,,,
EMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9964,1.0,0.9964,1.0,0.9964,1.0,0.9964,1.0,0.9964,1.0,0.9964,,,,
PXD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5994,1.0,0.5994,,,,,,,,,,,,,,,,
KDP,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
SQ,3.0,0.9144,3.0,0.9144,3.0,0.9144,2.0,0.8776999999999999,2.0,0.8776999999999999,,,,,,,,,1.0,0.9929,1.0,0.9929,1.0,0.9929,5.0,0.31592,5.0,0.31592,5.0,0.31592,9.0,0.2194222222222222,8.0,0.1227375,4.0,0.146675,6.0,0.1931,4.0,0.0925999999999999,4.0,0.0925999999999999,4.0,0.0925999999999999,4.0,0.0925999999999999,3.0,0.2620666666666666,3.0,0.26206666666666667
KLAC,1.0,0.9163,1.0,0.9163,1.0,0.9163,1.0,0.9163,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
HUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM,,,,,,,,,,,,,,,,,1.0,0.9442,2.0,0.98575,2.0,0.98575,2.0,0.98575,2.0,0.98575,2.0,0.98575,2.0,0.98575,1.0,0.9929,,,,,,,,,,,,,,,,,,
APD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,1.0,0.4753,,,,,,,,,,,,
SPG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4753,2.0,0.7354,2.0,0.7354,2.0,0.7354,2.0,0.7354,2.0,0.7354,2.0,0.7354,,,,,,,,,,,,
SCCO,,,,,,,,,,,,,,,,,1.0,0.9442,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,1.0,0.9786,,,,,,,,,,,,,,,,,,,,
ECL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.47145,,,,
WBA,2.0,0.99115,2.0,0.99115,1.0,0.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV,,,,,,,,,,,,,,,1.0,0.9987,1.0,0.9987,1.0,0.9987,1.0,0.9987,1.0,0.9987,1.0,0.9987,1.0,0.9987,,,,,,,,,,,,,,,,,,,,,,
